name,description,year,manufacturer,romof,cloneof,sampleof,is_runnable,is_device,is_bios,is_mechanical,use_chds,driver,driver_status,display_type,display_rotate,display_width,display_height,display_orientation,sourcefile
aquarush,"Aqua Rush (Japan, AQ1/VER.A1)","1999",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos12.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namco/namcos12.cpp"
aquarium,"Aquarium (US)","1996","Excellent System",-,-,-,YES,NO,NO,NO,NO,aquarium.cpp,BUONO,RASTER,"0",320,256,HORIZONTAL,excellent/aquarium.cpp
arabian,Arabian,"1983","Sun Electronics",-,-,-,YES,NO,NO,NO,NO,arabian.cpp,BUONO,RASTER,"270",256,234,VERTICAL,sunelectronics/arabian.cpp
arabfgt,"Arabian Fight (World)","1991",Sega,-,-,-,YES,NO,NO,NO,NO,"segas32.cpp",INCOMPLETO,RASTER,"0",416,224,HORIZONTAL,"sega/segas32.cpp"
arabianm,"Arabian Magic (Ver 1.0O 1992/07/06)","1992","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,"taito_f3.cpp",INCOMPLETO,RASTER,"0",320,224,HORIZONTAL,"taito/taito_f3.cpp"
arbalest,Arbalester,"1989","Jordan I.S. / Seta",-,-,-,YES,NO,NO,NO,NO,downtown.cpp,BUONO,RASTER,"270",384,224,VERTICAL,seta/downtown.cpp
arcadecl,"Arcade Classics (prototype)","1992","Atari Games",-,-,-,YES,NO,NO,NO,NO,arcadecl.cpp,BUONO,RASTER,"0",336,240,HORIZONTAL,atari/arcadecl.cpp
arcadian,"Arcadia (NMK)","1994",NMK,-,-,-,YES,NO,NO,NO,NO,"nmk16.cpp",BUONO,RASTER,"270",384,224,VERTICAL,"nmk/nmk16.cpp"
acheart,"Arcana Heart","2005",Examu,-,-,-,YES,NO,NO,NO,NO,"nexus3d.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"misc/nexus3d.cpp"
acheartf,"Arcana Heart Full","2006",Examu,-,-,-,YES,NO,NO,NO,NO,"nexus3d.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"misc/nexus3d.cpp"
archrivl,"Arch Rivals (rev 4.0 6/29/89)","1989","Bally Midway",-,-,-,YES,NO,NO,NO,NO,"mcr68.cpp",BUONO,RASTER,"0",512,480,HORIZONTAL,"midway/mcr68.cpp"
"area51","Area 51 (R3000)","1996","Atari Games",-,-,-,YES,NO,NO,NO,YES,jaguar.cpp,BUONO,RASTER,"0",360,240,HORIZONTAL,atari/jaguar.cpp
"area51mx","Area 51 / Maximum Force Duo v2.0","1998","Atari Games",-,-,-,YES,NO,NO,NO,YES,jaguar.cpp,BUONO,RASTER,"0",360,240,HORIZONTAL,atari/jaguar.cpp
"a51site4","Area 51: Site 4 (HD Rev 2.01, September 7, 1998)","1998","Atari Games",-,-,-,YES,NO,NO,NO,YES,mediagx.cpp,PRELIMINARE,RASTER,"0",640,240,HORIZONTAL,atari/mediagx.cpp
argus,Argus,"1986","NMK (Jaleco license)",-,-,-,YES,NO,NO,NO,NO,argus.cpp,INCOMPLETO,RASTER,"270",256,224,VERTICAL,jaleco/argus.cpp
argusg,"Argus (Gottlieb, prototype)","1984",Gottlieb,-,-,-,YES,NO,NO,NO,NO,gottlieb.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,gottlieb/gottlieb.cpp
arkarea,"Ark Area","1988",UPL,-,-,-,YES,NO,NO,NO,NO,"ninjakd2.cpp",BUONO,RASTER,"0",256,192,HORIZONTAL,"upl/ninjakd2.cpp"
"arknoid2","Arkanoid - Revenge of DOH (World)","1987","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,tnzs.cpp,BUONO,RASTER,"270",256,224,VERTICAL,taito/tnzs.cpp
arkanoid,"Arkanoid (World, older)","1986","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,arkanoid.cpp,BUONO,RASTER,"90",256,224,VERTICAL,taito/arkanoid.cpp
arkretrn,"Arkanoid Returns (Ver 2.02O 1997/02/10)","1997","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,"taito_f3.cpp",INCOMPLETO,RASTER,"0",320,232,HORIZONTAL,"taito/taito_f3.cpp"
arlingtn,"Arlington Horse Racing (v1.40-D)","1991","Strata / Incredible Technologies",-,-,-,YES,NO,NO,NO,NO,"itech8.cpp",BUONO,RASTER,"0",400,240,HORIZONTAL,"itech/itech8.cpp"
armwrest,"Arm Wrestling","1985",Nintendo,-,-,-,YES,NO,NO,NO,NO,punchout.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,nintendo/punchout.cpp
adillor,"Armadillo Racing (World, AM2 Ver.A)","1997",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos22.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namco/namcos22.cpp"
armedf,"Armed F (Japan)","1988",Nichibutsu,-,-,-,YES,NO,NO,NO,NO,armedf.cpp,BUONO,RASTER,"270",320,240,VERTICAL,nichibutsu/armedf.cpp
batrider,"Armed Police Batrider (Europe) (Fri Feb 13 1998)","1998","Raizing / Eighting",-,-,-,YES,NO,NO,NO,NO,raizing_batrider.cpp,BUONO,RASTER,"270",320,240,VERTICAL,toaplan/raizing_batrider.cpp
armora,"Armor Attack","1980",Cinematronics,-,-,-,YES,NO,NO,NO,NO,cinemat.cpp,BUONO,VECTOR,"180",0,0,HORIZONTAL,cinematronics/cinemat.cpp
armorcar,"Armored Car (set 1)","1981","Stern Electronics",-,-,-,YES,NO,NO,NO,NO,galaxian.cpp,BUONO,RASTER,"90",768,224,VERTICAL,galaxian/galaxian.cpp
armwar,"Armored Warriors (Europe 941024)","1994",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps2.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"capcom/cps2.cpp"
mt_tgolf,"Arnold Palmer Tournament Golf (Mega-Tech)","1989",Sega,megatech,-,-,YES,NO,NO,NO,NO,megatech.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,sega/megatech.cpp
mt_arrow,"Arrow Flash (Mega-Tech)","1990",Sega,megatech,-,-,YES,NO,NO,NO,NO,megatech.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,sega/megatech.cpp
aof,"Art of Fighting / Ryuuko no Ken (NGM-044 ~ NGH-044)","1992",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
"aof2","Art of Fighting 2 / Ryuuko no Ken 2 (NGM-056)","1994",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
"aof3","Art of Fighting 3 - The Path of the Warrior / Art of Fighting - Ryuuko no Ken Gaiden","1996",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
ashura,"Ashura Blaster (World)","1990","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,taito_b.cpp,BUONO,RASTER,"270",320,224,VERTICAL,taito/taito_b.cpp
asndynmt,"Asian Dynamite / Dynamite Deka EX","2007",Sega,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/naomi.cpp
aso,"ASO - Armored Scrum Object","1985",SNK,-,-,-,YES,NO,NO,NO,NO,snk.cpp,BUONO,RASTER,"270",288,216,VERTICAL,snk/snk.cpp
assault,"Assault (Rev B)","1988",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos2.cpp",BUONO,RASTER,"90",288,224,VERTICAL,"namco/namcos2.cpp"
asterix,"Asterix (ver EAD)","1992",Konami,-,-,-,YES,NO,NO,NO,NO,asterix.cpp,INCOMPLETO,RASTER,"0",288,224,HORIZONTAL,konami/asterix.cpp
asteroid,"Asteroids (rev 4)","1979",Atari,-,-,-,YES,NO,NO,NO,NO,asteroid.cpp,BUONO,VECTOR,"0",0,0,HORIZONTAL,atari/asteroid.cpp
astdelux,"Asteroids Deluxe (rev 3)","1980",Atari,-,-,-,YES,NO,NO,NO,NO,asteroid.cpp,BUONO,VECTOR,"0",0,0,HORIZONTAL,atari/asteroid.cpp
astrass,"Astra SuperStars (J 980514 V1.002)","1998",Sunsoft,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,sega/stv.cpp
astrob,"Astro Blaster (version 3)","1981",Sega,-,-,-,YES,NO,NO,NO,NO,"segag80r.cpp",BUONO,RASTER,"270",256,224,VERTICAL,"sega/segag80r.cpp"
mf_achas,"Astro Chase (Max-A-Flex)","1982","Exidy / First Star Software",maxaflex,-,-,YES,NO,NO,NO,NO,maxaflex.cpp,BUONO,RASTER,"0",335,239,HORIZONTAL,atari/maxaflex.cpp
castfant,"Astro Fantasia (DECO Cassette) (US)","1981","Data East Corporation",decocass,-,-,YES,NO,NO,NO,NO,decocass.cpp,BUONO,RASTER,"270",256,240,VERTICAL,dataeast/decocass.cpp
astrof,"Astro Fighter (set 1)","1979","Data East",-,-,astrof,YES,NO,NO,NO,NO,astrof.cpp,INCOMPLETO,RASTER,"90",256,256,VERTICAL,dataeast/astrof.cpp
mt_astro,"Astro Warrior (Mega-Tech, SMS based)","1986",Sega,megatech,-,-,YES,NO,NO,NO,NO,megatech.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,sega/megatech.cpp
astrowar,"Astro Wars","1980","Zaccaria / Zelco",-,-,-,YES,NO,NO,NO,NO,galaxia.cpp,INCOMPLETO,RASTER,"90",232,272,VERTICAL,zaccaria/galaxia.cpp
astron,"Astron Belt","1983",Sega,-,-,-,YES,NO,NO,NO,YES,segald.cpp,PRELIMINARE,RASTER,"0",704,480,HORIZONTAL,sega/segald.cpp
astropal,Astropal,"1980?",Sidam?,-,-,-,YES,NO,NO,NO,NO,"8080bw.cpp",INCOMPLETO,RASTER,"0",260,224,HORIZONTAL,"midw8080/8080bw.cpp"
asuka,"Asuka & Asuka (World)","1988","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,asuka.cpp,BUONO,RASTER,"270",320,240,VERTICAL,taito/asuka.cpp
asurabld,"Asura Blade - Sword of Dynasty (Japan)","1998",Fuuki,-,-,-,YES,NO,NO,NO,NO,"fuukifg3.cpp",INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,"fuuki/fuukifg3.cpp"
asurabus,"Asura Buster - Eternal Warriors (USA)","2001",Fuuki,-,-,-,YES,NO,NO,NO,NO,"fuukifg3.cpp",INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,"fuuki/fuukifg3.cpp"
asylum,"Asylum (prototype)","1991","Leland Corporation",-,-,-,YES,NO,NO,NO,NO,leland.cpp,BUONO,RASTER,"270",320,240,VERTICAL,cinematronics/leland.cpp
abaseb,"Atari Baseball (set 1)","1979",Atari,-,-,-,YES,NO,NO,NO,NO,atarifb.cpp,BUONO,RASTER,"0",304,240,HORIZONTAL,atari/atarifb.cpp
bsktball,"Atari Basketball","1979",Atari,-,-,-,YES,NO,NO,NO,NO,bsktball.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,atari/bsktball.cpp
atarifb,"Atari Football (revision 2)","1978",Atari,-,-,-,YES,NO,NO,NO,NO,atarifb.cpp,BUONO,RASTER,"0",304,240,HORIZONTAL,atari/atarifb.cpp
soccer,"Atari Soccer","1980",Atari,-,-,-,YES,NO,NO,NO,NO,atarifb.cpp,BUONO,RASTER,"0",304,240,HORIZONTAL,atari/atarifb.cpp
athena,Athena,"1986",SNK,-,-,-,YES,NO,NO,NO,NO,snk.cpp,BUONO,RASTER,"0",288,216,HORIZONTAL,snk/snk.cpp
atomicp,"Atomic Point (Korea)","1990",Philko,-,-,-,YES,NO,NO,NO,NO,"segas16b.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"sega/segas16b.cpp"
robokid,"Atomic Robo-kid (World, Type-2)","1988",UPL,-,-,-,YES,NO,NO,NO,NO,"ninjakd2.cpp",PRELIMINARE,RASTER,"0",256,192,HORIZONTAL,"upl/ninjakd2.cpp"
chelnov,"Atomic Runner Chelnov (World)","1988","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,karnov.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,dataeast/karnov.cpp
attackfc,"Attack Force (encrypted)","1979?","Electronic Games Systems",-,-,-,YES,NO,NO,NO,NO,"8080bw.cpp",PRELIMINARE,RASTER,"0",260,224,HORIZONTAL,"midw8080/8080bw.cpp"
aplarail,"Attack Pla Rail (Japan, AP1/VER.A)","1998","Namco / Tomy",-,-,-,YES,NO,NO,NO,NO,"namcos12.cpp",INCOMPLETO,RASTER,"180",640,480,HORIZONTAL,"namco/namcos12.cpp"
attckufo,"Attack UFO","1980","Ryoto Electric Co.",-,-,-,YES,NO,NO,NO,NO,attckufo.cpp,BUONO,RASTER,"270",184,176,VERTICAL,misc/attckufo.cpp
atvtrack,"ATV Track (set 1)","2002",Gaelco,-,-,-,YES,NO,NO,NO,NO,atvtrack.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,gaelco/atvtrack.cpp
au,"Au (location test)","1983",Tehkan,-,-,-,YES,NO,NO,NO,NO,cclimber.cpp,BUONO,RASTER,"90",256,224,VERTICAL,nichibutsu/cclimber.cpp
aurail,"Aurail (set 3, US) (unprotected)","1990","Sega / Westone",-,-,-,YES,NO,NO,NO,NO,"segas16b.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"sega/segas16b.cpp"
avalnche,Avalanche,"1978",Atari,-,-,-,YES,NO,NO,NO,NO,avalnche.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,atari/avalnche.cpp
avengers,"Avengers (US, rev. D)","1987",Capcom,-,-,-,YES,NO,NO,NO,NO,lwings.cpp,BUONO,RASTER,"90",256,240,VERTICAL,capcom/lwings.cpp
avengrgs,"Avengers In Galactic Storm (US/Europe 1.0)","1995","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,deco_mlc.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,dataeast/deco_mlc.cpp
avspirit,"Avenging Spirit","1991",Jaleco,-,-,-,YES,NO,NO,NO,NO,"megasys1.cpp",BUONO,RASTER,"0",256,224,HORIZONTAL,"jaleco/megasys1.cpp"
aztarac,Aztarac,"1983",Centuri,-,-,-,YES,NO,NO,NO,NO,aztarac.cpp,BUONO,VECTOR,"0",0,0,HORIZONTAL,alliedleisure/aztarac.cpp
azumanga,"Azumanga Daioh Puzzle Bobble (GDL-0018)","2002","MOSS (Taito license)",naomigd,-,-,YES,NO,NO,NO,YES,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,sega/naomi.cpp
azurian,"Azurian Attack","1982","Rait Electronics Ltd",-,-,-,YES,NO,NO,NO,NO,galaxian.cpp,BUONO,RASTER,"90",768,224,VERTICAL,galaxian/galaxian.cpp
bwings,"B-Wings (Japan new Ver.)","1984","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,bwing.cpp,BUONO,RASTER,"90",256,240,VERTICAL,dataeast/bwing.cpp
bonkadv,"B.C. Kid / Bonk's Adventure / Kyukyoku!! PC Genjin","1994",Kaneko,-,-,-,YES,NO,NO,NO,NO,"kaneko16.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"kaneko/kaneko16.cpp"
bcstry,"B.C. Story (set 1)","1997","SemiCom / Tirano",-,-,-,YES,NO,NO,NO,NO,tumbleb.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,dataeast/tumbleb.cpp
brapboys,"B.Rap Boys (World)","1992",Kaneko,-,-,-,YES,NO,NO,NO,NO,"kaneko16.cpp",BUONO,RASTER,"0",256,224,HORIZONTAL,"kaneko/kaneko16.cpp"
backfirt,"Back Fire (Tecmo, bootleg)","1988",Tecmo,-,-,-,YES,NO,NO,NO,NO,tecmo.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,tecmo/tecmo.cpp
bssoccer,"Back Street Soccer (KRB-0031 PCB)","1996","SunA (Unico license)",-,-,-,YES,NO,NO,NO,NO,"suna16.cpp",BUONO,RASTER,"0",256,224,HORIZONTAL,"suna/suna16.cpp"
backfire,"Backfire! (Japan, set 1)","1995","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,backfire.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,dataeast/backfire.cpp
baddudes,"Bad Dudes vs. Dragonninja (US, revision 1)","1988","Data East USA",-,-,-,YES,NO,NO,NO,NO,"dec0.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"dataeast/dec0.cpp"
badlands,"Bad Lands","1989","Atari Games",-,-,-,YES,NO,NO,NO,NO,badlands.cpp,BUONO,RASTER,"0",336,240,HORIZONTAL,atari/badlands.cpp
kbadlands,"Badlands (Konami, set 1)","1984",Konami,-,-,-,YES,NO,NO,NO,YES,konblands.cpp,PRELIMINARE,RASTER,"0",704,480,HORIZONTAL,konami/konblands.cpp
bagman,Bagman,"1982","Valadon Automation",-,-,-,YES,NO,NO,NO,NO,bagman.cpp,BUONO,RASTER,"270",256,224,VERTICAL,valadon/bagman.cpp
bakubaku,"Baku Baku Animal (J 950407 V1.000)","1995",Sega,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,sega/stv.cpp
bakutotu,"Bakutotsu Kijuutei","1988",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos1.cpp",BUONO,RASTER,"180",288,224,HORIZONTAL,"namco/namcos1.cpp"
balcube,"Bal Cube","1996",Metro,-,-,-,YES,NO,NO,NO,NO,metro.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,metro/metro.cpp
blnctry,"Balance Try (Japan, ver 1.00)","1998",Namco,-,-,-,YES,NO,NO,NO,NO,"seta2.cpp",PRELIMINARE,RASTER,"0",320,240,HORIZONTAL,"seta/seta2.cpp"
ballbomb,"Balloon Bomber","1980",Taito,-,-,invaders,YES,NO,NO,NO,NO,"8080bw.cpp",INCOMPLETO,RASTER,"270",260,224,VERTICAL,"midw8080/8080bw.cpp"
ballbros,"Balloon Brothers","1992","East Technology",-,-,-,YES,NO,NO,NO,NO,taito_x.cpp,BUONO,RASTER,"0",384,240,HORIZONTAL,taito/taito_x.cpp
pc_bfght,"Balloon Fight (PlayChoice-10)","1984",Nintendo,"playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"nintendo/playch10.cpp"
baluba,"Baluba-louk no Densetsu (Japan)","1986","Able Corp, Ltd.",-,-,-,YES,NO,NO,NO,NO,senjyo.cpp,BUONO,RASTER,"90",256,224,VERTICAL,tecmo/senjyo.cpp
banbam,BanBam,"1984","Sun Electronics",-,-,-,YES,NO,NO,NO,NO,markham.cpp,PRELIMINARE,RASTER,"0",240,224,HORIZONTAL,sunelectronics/markham.cpp
bandit,"Bandit (US prototype)","1989","Data East USA / Incredible Technologies",-,-,-,YES,NO,NO,NO,NO,"dec0.cpp",PRELIMINARE,RASTER,"90",256,240,VERTICAL,"dataeast/dec0.cpp"
bangball,"Bang Bang Ball (v1.05)","1996","Banpresto / Kunihiko Tashiro+Goodhouse",-,-,-,YES,NO,NO,NO,NO,metro.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,metro/metro.cpp
"b2b","Bang Bang Busters (2010 NCI release)","2000",Visco,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
bangbead,"Bang Bead","2000",Visco,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
bang,"Bang! (version 2, checksum 140E)","1998","Gaelco / Bit Managers",-,-,-,YES,NO,NO,NO,NO,"gaelco2.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"gaelco/gaelco2.cpp"
bankp,"Bank Panic","1984","Sanritsu / Sega",-,-,-,YES,NO,NO,NO,NO,bankp.cpp,BUONO,RASTER,"0",224,224,HORIZONTAL,sanritsu/bankp.cpp
baoqingt,"Bao Qing Tian","1995",TIC,-,-,-,YES,NO,NO,NO,NO,"ticz80.cpp",PRELIMINARE,RASTER,"0",512,224,HORIZONTAL,"skeleton/ticz80.cpp"
barekch,"Bare Knuckle (scrambled bootleg of Mega Drive version)","1994",bootleg,-,-,-,YES,NO,NO,NO,NO,megadriv_acbl.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,sega/megadriv_acbl.cpp
"barek2mb","Bare Knuckle II (bootleg of Mega Drive version)","1994","bootleg / Sega",-,-,-,YES,NO,NO,NO,NO,megadriv_acbl.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,sega/megadriv_acbl.cpp
"barek2ch","Bare Knuckle II (scrambled bootleg of Mega Drive version)","1994",bootleg,-,-,-,YES,NO,NO,NO,NO,megadriv_acbl.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,sega/megadriv_acbl.cpp
"barek3mb","Bare Knuckle III (scrambled bootleg of Mega Drive version)","1994","bootleg / Sega",-,-,-,YES,NO,NO,NO,NO,megadriv_acbl.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,sega/megadriv_acbl.cpp
"bk3ssrmb","Bare Knuckle III / Sunset Riders (scrambled bootleg of Mega Drive versions)","1994","bootleg / Sega",-,-,-,YES,NO,NO,NO,NO,megadriv_acbl.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,sega/megadriv_acbl.cpp
barricad,Barricade,"1976",Ramtek,-,-,-,YES,NO,NO,NO,NO,hitme.cpp,INCOMPLETO,RASTER,"0",256,192,HORIZONTAL,ramtek/hitme.cpp
barrier,Barrier,"1979","Cinematronics (Vectorbeam license)",-,-,-,YES,NO,NO,NO,NO,cinemat.cpp,BUONO,VECTOR,"270",0,0,VERTICAL,cinematronics/cinemat.cpp
barbball,"Barroom Baseball (prototype)","1983",Atari,-,-,-,YES,NO,NO,NO,NO,"bartop52.cpp",PRELIMINARE,RASTER,"0",335,239,HORIZONTAL,"atari/bartop52.cpp"
baryon,"Baryon - Future Assault (set 1)","1997","SemiCom / Tirano",-,-,-,YES,NO,NO,NO,NO,dreamwld.cpp,BUONO,RASTER,"270",308,224,VERTICAL,misc/dreamwld.cpp
pc_bball,"Baseball (PlayChoice-10)","1984","Nintendo of America","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"nintendo/playch10.cpp"
"bstars2","Baseball Stars 2","1992",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
bstars,"Baseball Stars Professional (NGM-002)","1990",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
pc_bstar,"Baseball Stars: Be a Champ! (PlayChoice-10)","1989","SNK (Nintendo of America license)","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",INCOMPLETO,RASTER,"0",256,240,HORIZONTAL,"nintendo/playch10.cpp"
"basebal2","Baseball: The Season II","1987",Cinematronics,-,-,-,YES,NO,NO,NO,NO,leland.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,cinematronics/leland.cpp
pc_bload,"Bases Loaded (Prototype, PlayChoice-10)","1990","Jaleco (Nintendo of America license)","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"nintendo/playch10.cpp"
batman,Batman,"1991","Atari Games",-,-,-,YES,NO,NO,NO,NO,batman.cpp,BUONO,RASTER,"0",336,240,HORIZONTAL,atari/batman.cpp
batmanfr,"Batman Forever (JUE 960507 V1.000)","1996",Acclaim,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,sega/stv.cpp
batsugun,Batsugun,"1993",Toaplan,-,-,-,YES,NO,NO,NO,NO,batsugun.cpp,BUONO,RASTER,"270",320,240,VERTICAL,toaplan/batsugun.cpp
battlnts,"Battlantis (version G)","1987",Konami,-,-,-,YES,NO,NO,NO,NO,battlnts.cpp,BUONO,RASTER,"90",256,224,VERTICAL,konami/battlnts.cpp
"ts2","Battle Arena Toshinden 2 (Europe 951124)","1995","Capcom / Takara","coh1000c",-,-,YES,NO,NO,NO,NO,zn.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,sony/zn.cpp
bbakraid,"Battle Bakraid - Unlimited Version (USA) (Tue Jun 8 1999)","1999",Eighting,-,-,-,YES,NO,NO,NO,NO,raizing_batrider.cpp,BUONO,RASTER,"270",320,240,VERTICAL,toaplan/raizing_batrider.cpp
bchopper,"Battle Chopper (World)","1987",Irem,-,-,-,YES,NO,NO,NO,NO,"m72.cpp",BUONO,RASTER,"0",384,256,HORIZONTAL,"irem/m72.cpp"
batcir,"Battle Circuit (Europe 970319)","1997",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps2.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"capcom/cps2.cpp"
battlex,"Battle Cross","1982","Omori Electric Co., Ltd.",-,-,-,YES,NO,NO,NO,NO,battlex.cpp,INCOMPLETO,RASTER,"180",256,224,HORIZONTAL,omori/battlex.cpp
"bcruzm12","Battle Cruiser M-12","1983","Sigma Enterprises Inc.",-,-,-,YES,NO,NO,NO,NO,marineb.cpp,BUONO,RASTER,"90",256,224,VERTICAL,orca/marineb.cpp
flipshot,"Battle Flip Shot","1998",Visco,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo/neogeo.cpp
bgaregga,"Battle Garegga (Europe / USA / Japan / Asia) (Sat Feb 3 1996)","1996","Raizing / Eighting",-,-,-,YES,NO,NO,NO,NO,raizing.cpp,BUONO,RASTER,"270",320,240,VERTICAL,toaplan/raizing.cpp
batlgear,"Battle Gear (Ver 2.40 A)","1999",Taito,taitotz,-,-,YES,NO,NO,NO,YES,taitotz.cpp,PRELIMINARE,RASTER,"0",512,384,HORIZONTAL,taito/taitotz.cpp
"batlgr2","Battle Gear 2 (Ver 2.04 J)","2000",Taito,taitotz,-,-,YES,NO,NO,NO,YES,taitotz.cpp,PRELIMINARE,RASTER,"0",512,384,HORIZONTAL,taito/taitotz.cpp
"batlgr3","Battle Gear 3 (Ver.2.01A)","2002",Taito,"sys246",-,-,YES,NO,NO,NO,YES,"namcops2.cpp",PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,"namco/namcops2.cpp"
btlkroad,"Battle K-Road","1994",Psikyo,-,-,-,YES,NO,NO,NO,NO,psikyo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,psikyo/psikyo.cpp
battlane,"Battle Lane! Vol. 5 (set 1)","1986","Technos Japan (Taito license)",-,-,-,YES,NO,NO,NO,NO,battlane.cpp,BUONO,RASTER,"90",240,256,VERTICAL,technos/battlane.cpp
atlantis,"Battle of Atlantis (set 1)","1981",Comsoft,-,-,-,YES,NO,NO,NO,NO,galaxian.cpp,BUONO,RASTER,"90",768,224,VERTICAL,galaxian/galaxian.cpp
botss,"Battle of the Solar System (rev. 1.1a 7/23/92)","1992","Microprose Games Inc.",-,-,-,YES,NO,NO,NO,NO,"micro3d.cpp",INCOMPLETO,RASTER,"0",576,400,HORIZONTAL,"misc/micro3d.cpp"
